,code,year,period,id,Country,tourists,venue,rate,food,glass,metal,other,paper,plastic,leather,green_waste,waste_recycling
12644,CAS_14265-44-2,2010,2010-01--2010-12,BG1YN600R1025,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
12653,CAS_7723-14-0,2009,2009-01--2009-12,UKSC010156,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12656,CAS_14265-44-2,2010,2010-01--2010-12,BEVL08_7,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004
12659,CAS_14265-44-2,2010,2010-01--2010-12,BG1YN400R1003,Bulgaria,4836884.0,0.0,10.928049723307288,24.35,5.83,1.98,17.93,14.18,12.15,1.96,19.18,19.03
12661,CAS_7723-14-0,2010,2010-01--2010-12,FRFR315A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12669,CAS_7723-14-0,2010,2010-01--2010-12,FRGR2222,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12675,CAS_14265-44-2,2010,2010-01--2010-12,FRFRR300C_2,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12676,CAS_14265-44-2,2010,2010-01--2010-12,FRFR300C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12680,CAS_7723-14-0,2010,2010-01--2010-12,FRFR300B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12681,CAS_7723-14-0,2010,2010-01--2010-12,FRFR192,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12690,CAS_14265-44-2,2010,2010-01--2010-12,FRHR230A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12695,CAS_7723-14-0,2010,2010-01--2010-12,FRFRR300C_2,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12699,CAS_14265-44-2,2010,2010-01--2010-12,FRFR213A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12701,CAS_7723-14-0,2010,2010-01--2010-12,FRFRR360_1,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12703,CAS_14265-44-2,2010,2010-01--2010-12,FRHR354-I5030600,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12706,CAS_14265-44-2,2010,2010-01--2010-12,FRGR0281,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12735,CAS_7723-14-0,2009,2009-01--2009-12,SE622476-133505,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
12737,CAS_14265-44-2,2009,2009-01--2009-12,SE623952-143521,Sweden,4303307.0,0.0,0.0,23.34,9.15,9.2,0.0,36.4,6.58,0.0,15.33,32.37
12742,CAS_14265-44-2,2009,2009-01--2009-12,UKSC020410,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12747,CAS_7723-14-0,2009,2009-01--2009-12,UKSC023371,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12764,CAS_14265-44-2,2009,2009-01--2009-12,UKSC020209,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12765,CAS_7723-14-0,2009,2009-01--2009-12,UKSC020209,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12780,CAS_7723-14-0,2008,2008-01--2008-12,FRHR264,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12797,CAS_14265-44-2,2008,2008-01--2008-12,FRHR336,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12816,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010072,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12817,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010132,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12820,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010457,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12821,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023371,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12822,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020110,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12823,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023084,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12824,CAS_7723-14-0,2007,2007-01--2007-12,UKSC023066,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12842,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DENI_02089,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
12844,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DENI_26035,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
12863,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020387,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12864,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020572,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12865,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020610,None,50941692.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12866,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020483,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12867,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020130,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12868,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020547,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12869,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020010,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12870,CAS_7723-14-0,2007,2007-01--2007-12,UKSC020595,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12875,CAS_7723-14-0,2007,2007-01--2007-12,UKSC004734,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12876,CAS_7723-14-0,2007,2007-01--2007-12,UKSC006107,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12877,CAS_7723-14-0,2007,2007-01--2007-12,UKSC006500,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12880,CAS_7723-14-0,2007,2007-01--2007-12,UKSC006828,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12881,CAS_7723-14-0,2007,2007-01--2007-12,UKSC006838,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12882,CAS_7723-14-0,2007,2007-01--2007-12,UKSC010062,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12883,CAS_14265-44-2,2009,2009-01--2009-12,UKGBNI1NW363604080,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
12903,CAS_7723-14-0,2009,2009-01--2009-12,FRHR130A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12925,CAS_14265-44-2,2010,2010-06--2010-08,FI59_521_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
12927,CAS_7723-14-0,2010,2010-01--2010-12,ES018MSPFES145MAR001010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12928,CAS_14265-44-2,2010,2010-01--2010-12,ES018MSPFES145MAR000900,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12931,CAS_7723-14-0,2010,2010-01--2010-12,ES018MSPFES174MAR001400,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12932,CAS_14265-44-2,2010,2010-01--2010-12,ES018MSPFES243MAR002290,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
12952,CAS_14265-44-2,2010,2010-01--2010-12,FI59_591_Y01,Finland,2147000.0,0.0,0.0,35.88,9.24,1.7,13.13,37.83,1.45,0.0,0.0,28.12
12970,CAS_7723-14-0,2010,2010-01--2010-12,FRHR295-I2129000,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12973,CAS_7723-14-0,2010,2010-01--2010-12,FRHR306,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12984,CAS_14265-44-2,2010,2010-01--2010-12,FRHR301,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12985,CAS_14265-44-2,2010,2010-01--2010-12,FRHR304,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12989,CAS_14265-44-2,2010,2010-01--2010-12,FRHR288,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12991,CAS_14265-44-2,2010,2010-01--2010-12,FRHR284,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12993,CAS_14265-44-2,2010,2010-01--2010-12,FRHR292-I21-0400,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12995,CAS_14265-44-2,2010,2010-01--2010-12,FRHR295-I2129000,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
12997,CAS_14265-44-2,2010,2010-01--2010-12,FRHR311,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13007,CAS_7723-14-0,2008,2008-01--2008-12,FRHR329,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13009,CAS_14265-44-2,2008,2008-01--2008-12,FRHR333,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13010,CAS_14265-44-2,2008,2008-01--2008-12,FRHR335,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13031,CAS_7723-14-0,2008,2008-01--2008-12,FRDR693,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13038,CAS_7723-14-0,2007,2007-01--2007-12,UKGB108048001270,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13040,CAS_14265-44-2,2008,2008-01--2008-12,UKGB108048001270,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13042,CAS_7723-14-0,2007,2007-01--2007-12,UKGB108048001231,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13060,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0407,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13063,CAS_7723-14-0,2008,2008-01--2008-12,FRGR0358,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13075,CAS_7723-14-0,2008,2008-01--2008-12,FRDR684,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13084,CAS_7723-14-0,2011,2011-01--2011-12,ATOK802710014,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
13086,CAS_7723-14-0,2011,2011-01--2011-12,ATOK801780000,Austria,19909000.0,0.0,0.0,31.4,7.0,4.4,18.5,19.7,11.1,0.0,0.0,25.66
13102,CAS_7723-14-0,2009,2009-01--2009-12,FRHR208B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13105,CAS_14265-44-2,2009,2009-01--2009-12,FRHR218,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13115,CAS_7723-14-0,2009,2009-01--2009-12,FRHR209,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13146,CAS_14265-44-2,2008,2008-01--2008-12,BERW06_ML12R,Luxembourg,827653.0,0.0,0.0,30.0,4.0,2.0,27.0,19.0,18.0,0.0,0.0,28.37
13212,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DEBW_47-11,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
13214,CAS_14265-44-2,2009,2009-01--2009-12,DERW_DEBW_48-04,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
13217,CAS_7723-14-0,2008,2008-01--2008-12,BERW06_ML12R,Luxembourg,827653.0,0.0,0.0,30.0,4.0,2.0,27.0,19.0,18.0,0.0,0.0,28.37
13230,CAS_7723-14-0,2008,2008-01--2008-12,BERW06_ML06R,Belgium,6496961.0,0.0,0.0,14.18,3.1,1.91,40.14,18.38,13.94,0.0,5.84,34.303000000000004
13234,CAS_7723-14-0,2010,2010-01--2010-12,ES030MSPF0724010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
13241,CAS_7723-14-0,2009,2009-01--2009-12,FRGR1534,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13253,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0211,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13265,CAS_14265-44-2,2009,2009-01--2009-12,FRCR406,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13268,CAS_14265-44-2,2009,2009-01--2009-12,FRDR161A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13275,CAS_14265-44-2,2009,2009-01--2009-12,FRDR161B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13281,CAS_7723-14-0,2009,2009-01--2009-12,ES12100,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
13302,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0206,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13316,CAS_14265-44-2,2009,2009-01--2009-12,FRCR715,Luxembourg,827653.0,0.0,0.0,30.0,4.0,2.0,27.0,19.0,18.0,0.0,0.0,28.37
13324,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0020,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13356,CAS_7723-14-0,2009,2009-01--2009-12,FRHR42C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13372,CAS_7723-14-0,2008,2008-01--2008-12,FRHR93B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13379,CAS_7723-14-0,2008,2008-01--2008-12,FRFR252A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13385,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0288,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13405,CAS_7723-14-0,2008,2008-01--2008-12,FRCR155,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13407,CAS_7723-14-0,2008,2008-01--2008-12,FRAR37,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13410,CAS_7723-14-0,2008,2008-01--2008-12,FRCR156,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13415,CAS_14265-44-2,2008,2008-01--2008-12,FRAR47,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13418,CAS_7723-14-0,2008,2008-01--2008-12,FRCR5,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13449,CAS_14265-44-2,2008,2008-01--2008-12,FRGR0007C,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13462,CAS_14265-44-2,2008,2008-01--2008-12,FRDR887,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13466,CAS_7723-14-0,2008,2008-01--2008-12,FRAR47,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13470,CAS_14265-44-2,2008,2008-01--2008-12,FRAR35,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13472,CAS_14265-44-2,2008,2008-01--2008-12,FRCR5,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13484,CAS_14265-44-2,2009,2009-01--2009-12,UKSC010422,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13504,CAS_7723-14-0,2009,2009-01--2009-12,UKSC010321,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13508,CAS_14265-44-2,2009,2009-01--2009-12,FRCR216,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13511,CAS_14265-44-2,2009,2009-01--2009-12,FRCR283,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13516,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0209,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13519,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0005B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13527,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0184B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13531,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0005A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13536,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0205,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13542,CAS_14265-44-2,2009,2009-01--2009-12,FRCR338,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13544,CAS_14265-44-2,2009,2009-01--2009-12,FRCR213,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13550,CAS_7723-14-0,2009,2009-01--2009-12,FRCR333,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13559,CAS_7723-14-0,2009,2009-01--2009-12,FRCR283,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13564,CAS_14265-44-2,2009,2009-01--2009-12,FRCR344,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13571,CAS_14265-44-2,2009,2009-01--2009-12,FRCR333,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13578,CAS_7723-14-0,2009,2009-01--2009-12,FRCR338,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13581,CAS_7723-14-0,2009,2009-01--2009-12,ES091MSPF823,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
13585,CAS_7723-14-0,2009,2009-01--2009-12,FRCR213,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13599,CAS_7723-14-0,2009,2009-01--2009-12,FRDR653,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13612,CAS_7723-14-0,2009,2009-01--2009-12,FRDR455,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13614,CAS_14265-44-2,2009,2009-01--2009-12,FRDR452,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13630,CAS_7723-14-0,2009,2009-01--2009-12,DERW_DENW456_20_29,Germany,22635423.0,0.0,0.0,30.0,10.0,1.4,17.7,24.0,13.0,4.0,0.0,47.83
13645,CAS_14265-44-2,2009,2009-01--2009-12,FRHR127,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13666,CAS_14265-44-2,2009,2009-01--2009-12,FRFR671,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13676,CAS_7723-14-0,2009,2009-01--2009-12,FRFR663,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13677,CAS_7723-14-0,2009,2009-01--2009-12,FRFR671,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13692,CAS_14265-44-2,2012,2012-01--2012-12,LT121100011,Lithuania,1538269.0,0.0,11.09062194824219,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.0,22.92
13713,CAS_14265-44-2,2009,2009-01--2009-12,FRFR673,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13715,CAS_14265-44-2,2009,2009-01--2009-12,FRFR63,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13718,CAS_14265-44-2,2010,2010-01--2010-12,FRHR260,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13724,CAS_7723-14-0,2009,2009-01--2009-12,FRCR210,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13731,CAS_14265-44-2,2009,2009-01--2009-12,FRCR248,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13734,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0202,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13748,CAS_14265-44-2,2009,2009-01--2009-12,ES030MSPF0304010,Spain,50941692.0,0.0,87.15892367892796,49.0,8.0,3.0,14.0,15.0,9.0,0.0,0.0,16.84
13759,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0184B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13768,CAS_14265-44-2,2009,2009-01--2009-12,FRCR267,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13781,CAS_14265-44-2,2009,2009-01--2009-12,FRCR249,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13807,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0005A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13811,CAS_7723-14-0,2009,2009-01--2009-12,FRCR248,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13824,CAS_14265-44-2,2009,2009-01--2009-12,FRCR211,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13850,CAS_7723-14-0,2009,2009-01--2009-12,UKSC006523,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13855,CAS_7723-14-0,2009,2009-01--2009-12,UKSC006498,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13858,CAS_14265-44-2,2009,2009-01--2009-12,UKSC006506,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13868,CAS_7723-14-0,2009,2009-01--2009-12,FRGR1245,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13871,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0370,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13875,CAS_7723-14-0,2009,2009-01--2009-12,FRGR0359A,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13893,CAS_14265-44-2,2009,2009-01--2009-12,FRGR0371B,France,71176346.0,0.0,0.0,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,22.26
13903,CAS_14265-44-2,2009,2009-01--2009-12,UKSC006521,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
13914,CAS_7723-14-0,2009,2009-01--2009-12,UKSC006521,United Kingdom,25867961.0,0.0,0.0,16.7,2.2,3.5,28.2,18.9,20.2,0.0,2.7,27.25
